	time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
1130	1996-10-12T01:05:19.880Z	0.676	121.602	100.0	4.6	mb				1.46	us	usp0007r9r	2014-11-07T01:01:22.112Z	Minahasa, Sulawesi, Indonesia	earthquake				5.0	reviewed	us	us
1131	1996-10-11T22:21:37.690Z	-8.207	120.343	37.8	4.7	mb				1.41	us	usp0007r9n	2014-11-07T01:01:22.106Z	Flores region, Indonesia	earthquake		13.2		4.0	reviewed	us	us
1132	1996-10-11T21:14:57.820Z	58.926	161.115	10.0	4.5	mb				1.09	us	usp0007r9m	2014-11-07T01:01:22.102Z	Kamchatka Peninsula, Russia	earthquake				10.0	reviewed	us	us
1133	1996-10-11T17:07:10.120Z	-3.494	144.889	33.0	5.2	mwc				1.44	us	usp0007r9c	2016-11-09T23:42:03.554Z	near the north coast of New Guinea, Papua New Guinea	earthquake					reviewed	us	hrv
1134	1996-10-11T16:01:56.050Z	-5.034	152.329	92.0	4.8	mb				0.92	us	usp0007r9a	2014-11-07T01:01:22.068Z	New Britain region, Papua New Guinea	earthquake		28.0		10.0	reviewed	us	us
1135	1996-10-11T08:13:38.870Z	34.779	32.138	33.0	4.5	mb				0.92	us	usp0007r92	2014-11-07T01:01:22.049Z	Cyprus region	earthquake				28.0	reviewed	us	us
1136	1996-10-11T04:28:39.460Z	1.599	126.585	51.9	5.2	mwc				1.06	us	usp0007r8x	2016-11-09T23:42:03.041Z	Molucca Sea	earthquake		8.8			reviewed	us	hrv
1137	1996-10-11T01:39:57.330Z	34.452	32.217	33.0	4.6	mb				0.89	us	usp0007r8v	2014-11-07T01:01:22.013Z	Cyprus region	earthquake				43.0	reviewed	us	us
1138	1996-10-11T00:12:25.750Z	51.927	-172.045	33.0	4.6	mb				0.69	us	usp0007r8s	2014-11-07T01:01:22.005Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				2.0	reviewed	us	us
1139	1996-10-11T00:05:08.220Z	33.55	76.299	33.0	4.6	mb				0.94	us	usp0007r8q	2014-11-07T01:01:22.000Z	Kashmir-India border region	earthquake				1.0	reviewed	us	us
1140	1996-10-10T23:55:10.040Z	8.215	-77.622	33.0	4.7	mb				0.84	us	usp0007r8p	2014-11-07T01:01:21.989Z	Panama-Colombia border region	earthquake				43.0	reviewed	us	us
1141	1996-10-10T21:27:23.920Z	2.885	66.025	10.0	4.6	mb				0.96	us	usp0007r8e	2014-11-07T01:01:21.959Z	Carlsberg Ridge	earthquake				2.0	reviewed	us	us
1142	1996-10-10T19:51:07.170Z	-24.077	-67.164	143.4	4.8	mb				0.83	us	usp0007r86	2014-11-07T01:01:21.849Z	Salta, Argentina	earthquake		31.3		1.0	reviewed	us	us
1143	1996-10-10T19:07:45.370Z	40.071	21.455	10.0	4.5	mb				0.9	us	usp0007r84	2014-11-07T01:01:21.845Z	Greece	earthquake				4.0	reviewed	us	us
1144	1996-10-10T17:15:20.720Z	-1.218	120.428	100.0	4.6	mb				1.18	us	usp0007r81	2014-11-07T01:01:21.736Z	Sulawesi, Indonesia	earthquake				3.0	reviewed	us	us
1145	1996-10-10T15:21:04.700Z	3.445	97.943	33.0	6.3	mwb				0.98	us	usp0007r7z	2020-01-03T21:24:02.042Z	northern Sumatra, Indonesia	earthquake					reviewed	us	us
1146	1996-10-10T14:36:56.370Z	-0.684	136.707	33.0	4.9	mb				0.92	us	usp0007r7w	2014-11-07T01:01:21.289Z	Biak region, Indonesia	earthquake				12.0	reviewed	us	us
1147	1996-10-10T10:42:33.210Z	36.892	21.428	33.0	4.5	mb				1.12	us	usp0007r7j	2014-11-07T01:01:21.189Z	southern Greece	earthquake				32.0	reviewed	us	us
1148	1996-10-10T09:50:17.240Z	-17.503	-173.639	33.0	4.7	mb				0.51	us	usp0007r7f	2014-11-07T01:01:21.183Z	Tonga	earthquake				1.0	reviewed	us	us
1149	1996-10-10T09:03:56.820Z	34.431	32.175	33.0	4.6	mb				0.82	us	usp0007r7b	2014-11-07T01:01:21.166Z	Cyprus region	earthquake				27.0	reviewed	us	us
1150	1996-10-10T08:22:28.450Z	5.564	126.546	96.2	5.3	mwc				1.13	us	usp0007r7a	2016-11-09T03:03:29.933Z	Mindanao, Philippines	earthquake		4.6			reviewed	us	hrv
1151	1996-10-10T07:43:46.310Z	-2.048	129.235	33.0	4.8	mb				1.53	us	usp0007r78	2014-11-07T01:01:21.144Z	Seram, Indonesia	earthquake				8.0	reviewed	us	us
1152	1996-10-10T04:54:46.360Z	34.848	32.288	33.0	5.2	mwc				1.13	us	usp0007r74	2016-11-09T23:41:40.899Z	Cyprus region	earthquake					reviewed	us	hrv
1153	1996-10-10T02:43:15.940Z	18.011	145.742	146.6	4.6	mb				0.86	us	usp0007r71	2014-11-07T01:01:21.105Z	Pagan region, Northern Mariana Islands	earthquake		12.2		2.0	reviewed	us	us
1154	1996-10-10T01:10:22.480Z	34.56	32.214	33.0	5.7	mwc				1.09	us	usp0007r6q	2020-01-03T21:23:47.825Z	Cyprus region	earthquake					reviewed	us	hrv
1155	1996-10-10T00:39:12.460Z	-5.31	129.971	189.2	4.7	mb				0.64	us	usp0007r6n	2014-11-07T01:01:21.040Z	Banda Sea	earthquake		9.4		5.0	reviewed	us	us
1156	1996-10-10T00:33:17.710Z	34.463	32.108	33.0	4.5	mb				0.9	us	usp0007r6m	2014-11-07T01:01:21.031Z	Cyprus region	earthquake				17.0	reviewed	us	us
1157	1996-10-10T00:23:39.760Z	34.495	32.158	33.0	5.0	mb				0.98	us	usp0007r6j	2014-11-07T01:01:21.009Z	Cyprus region	earthquake				63.0	reviewed	us	us
1158	1996-10-09T20:44:00.590Z	14.496	120.066	61.3	5.0	mb				0.85	us	usp0007r67	2014-11-07T01:01:20.966Z	Luzon, Philippines	earthquake				25.0	reviewed	us	us
1159	1996-10-09T19:58:30.520Z	34.48	32.199	33.0	4.6	mb				0.9	us	usp0007r5z	2014-11-07T01:01:20.941Z	Cyprus region	earthquake				43.0	reviewed	us	us
1160	1996-10-09T19:38:22.330Z	34.474	32.139	33.0	4.5	mb				0.77	us	usp0007r5w	2014-11-07T01:01:20.930Z	Cyprus region	earthquake				31.0	reviewed	us	us
1161	1996-10-09T19:26:14.050Z	19.381	-78.083	33.0	4.7	mb				0.88	us	usp0007r5v	2014-11-07T01:01:20.927Z	Cuba region	earthquake				16.0	reviewed	us	us
1162	1996-10-09T19:10:58.730Z	34.548	32.211	33.0	4.8	mb				0.89	us	usp0007r5u	2014-11-07T01:01:20.912Z	Cyprus region	earthquake				45.0	reviewed	us	us
1163	1996-10-09T16:51:14.070Z	21.811	121.283	33.0	5.0	mb				1.02	us	usp0007r5g	2014-11-07T01:01:20.888Z	Taiwan region	earthquake				25.0	reviewed	us	us
1164	1996-10-09T16:22:37.580Z	34.492	32.227	33.0	5.1	mb				1.01	us	usp0007r5f	2014-11-07T01:01:20.856Z	Cyprus region	earthquake				69.0	reviewed	us	us
1165	1996-10-09T15:49:03.040Z	9.262	126.59	33.0	4.5	mb				0.98	us	usp0007r5b	2014-11-07T01:01:20.843Z	Mindanao, Philippines	earthquake				8.0	reviewed	us	us
1166	1996-10-09T15:09:37.780Z	34.423	32.302	33.0	4.7	mb				0.99	us	usp0007r57	2014-11-07T01:01:20.823Z	Cyprus region	earthquake				46.0	reviewed	us	us
1167	1996-10-09T14:56:21.560Z	34.528	32.209	33.0	4.8	mb				0.97	us	usp0007r55	2014-11-07T01:01:20.811Z	Cyprus region	earthquake				40.0	reviewed	us	us
1168	1996-10-09T14:27:14.850Z	-2.125	99.629	33.0	4.5	mb				0.95	us	usp0007r51	2014-11-07T01:01:20.797Z	Kepulauan Mentawai region, Indonesia	earthquake				5.0	reviewed	us	us
1169	1996-10-09T14:19:37.500Z	34.591	32.208	33.0	5.7	mb				1.0	us	usp0007r50	2020-01-03T21:23:33.843Z	Cyprus region	earthquake				96.0	reviewed	us	us
1170	1996-10-09T14:00:10.020Z	34.496	32.063	33.0	5.2	mb				0.92	us	usp0007r4z	2015-05-13T18:53:38.000Z	Cyprus region	earthquake				68.0	reviewed	us	us
1171	1996-10-09T13:10:52.130Z	34.556	32.126	33.0	6.8	mwc				0.98	us	usp0007r4u	2020-02-06T19:41:46.644Z	Cyprus region	earthquake					reviewed	us	hrv
1172	1996-10-09T12:55:32.740Z	-9.934	124.325	33.0	4.5	mb				1.05	us	usp0007r4t	2014-11-07T01:01:20.691Z	Timor region	earthquake				11.0	reviewed	us	us
1173	1996-10-09T09:46:32.020Z	36.97	21.372	33.0	4.5	mb				1.21	us	usp0007r4m	2014-11-07T01:01:20.663Z	southern Greece	earthquake				41.0	reviewed	us	us
1174	1996-10-09T09:29:13.500Z	23.407	121.131	33.0	4.6	mb				1.35	us	usp0007r4j	2014-11-07T01:01:20.658Z	Taiwan	earthquake				12.0	reviewed	us	us
1175	1996-10-09T07:12:25.920Z	49.737	-129.605	10.0	5.8	mwc				1.02	us	usp0007r4h	2016-11-09T23:41:17.228Z	Vancouver Island, Canada region	earthquake					reviewed	us	hrv
1176	1996-10-09T07:11:23.390Z	-9.89	161.054	33.0	4.7	mb				1.32	us	usp0007r4g	2014-11-07T01:01:20.632Z	Solomon Islands	earthquake				11.0	reviewed	us	us
1177	1996-10-09T05:00:38.050Z	42.766	145.069	33.0	4.6	mb				0.94	us	usp0007r4e	2014-11-07T01:01:20.627Z	Hokkaido, Japan region	earthquake				4.0	reviewed	us	us
1178	1996-10-09T04:16:55.210Z	-3.252	101.413	81.0	4.7	mb				0.79	us	usp0007r4c	2014-11-07T01:01:20.624Z	southern Sumatra, Indonesia	earthquake		18.0		4.0	reviewed	us	us
1179	1996-10-08T22:34:53.430Z	-5.303	133.751	33.0	4.9	mb				1.0	us	usp0007r45	2014-11-07T01:01:20.600Z	Kepulauan Kai, Indonesia	earthquake				12.0	reviewed	us	us
1180	1996-10-08T21:30:53.540Z	9.347	126.607	33.0	4.6	mb				1.27	us	usp0007r43	2014-11-07T01:01:20.588Z	Mindanao, Philippines	earthquake				10.0	reviewed	us	us
1181	1996-10-08T19:58:51.980Z	9.332	126.54	33.0	4.8	mb				1.38	us	usp0007r3y	2014-11-07T01:01:20.572Z	Mindanao, Philippines	earthquake				14.0	reviewed	us	us
1182	1996-10-08T19:52:25.640Z	9.281	126.736	33.0	5.3	mwc				1.06	us	usp0007r3x	2016-11-09T23:40:51.400Z	Mindanao, Philippines	earthquake					reviewed	us	hrv
1183	1996-10-08T11:40:35.140Z	-6.507	154.939	33.0	5.1	mwc				0.71	us	usp0007r3j	2016-11-09T23:40:50.893Z	Bougainville region, Papua New Guinea	earthquake					reviewed	us	hrv
1184	1996-10-08T07:54:37.210Z	6.533	127.264	181.6	4.5	mb				0.91	us	usp0007r3c	2014-11-07T01:01:20.524Z	Philippine Islands region	earthquake				5.0	reviewed	us	us
1185	1996-10-08T07:52:58.060Z	52.873	152.534	627.1	5.6	mwc				0.72	us	usp0007r3b	2016-11-09T23:40:50.381Z	northwest of the Kuril Islands	earthquake					reviewed	us	hrv
1186	1996-10-08T07:19:11.620Z	8.704	126.501	55.2	5.0	mb				1.24	us	usp0007r3a	2014-11-07T01:01:20.466Z	Mindanao, Philippines	earthquake		15.9		15.0	reviewed	us	us
1187	1996-10-08T06:34:22.090Z	-30.437	-177.601	33.0	4.6	mb				1.25	us	usp0007r37	2014-11-07T01:01:20.459Z	Kermadec Islands, New Zealand	earthquake				10.0	reviewed	us	us
1188	1996-10-08T05:04:08.840Z	3.996	126.227	79.0	4.8	mb				0.92	us	usp0007r35	2014-11-07T01:01:20.453Z	Kepulauan Talaud, Indonesia	earthquake		13.4		20.0	reviewed	us	us
1189	1996-10-08T04:45:17.720Z	-53.551	140.687	10.0	4.6	mb				1.37	us	usp0007r33	2014-11-07T01:01:20.446Z	west of Macquarie Island	earthquake				9.0	reviewed	us	us
1190	1996-10-08T01:36:53.930Z	-45.778	96.025	10.0	6.1	mwb				0.98	us	usp0007r2w	2016-11-09T23:40:49.887Z	southeast Indian Ridge	earthquake					reviewed	us	us
1191	1996-10-07T21:32:16.460Z	-1.139	136.893	54.8	4.6	mb				1.23	us	usp0007r2t	2014-11-07T01:01:20.401Z	Biak region, Indonesia	earthquake		13.2		13.0	reviewed	us	us
1192	1996-10-07T18:36:06.710Z	49.055	-127.951	10.0	4.5	mb				1.2	us	usp0007r2n	2014-11-07T01:01:20.384Z	Vancouver Island, Canada region	earthquake				25.0	reviewed	us	us
1193	1996-10-07T18:32:28.290Z	-19.03	-177.665	600.0	4.5	mb				0.53	us	usp0007r2k	2014-11-07T01:01:20.380Z	Fiji region	earthquake				8.0	reviewed	us	us
1194	1996-10-07T16:51:54.770Z	6.475	125.93	152.3	4.8	mb				1.11	us	usp0007r2f	2014-11-07T01:01:20.371Z	Mindanao, Philippines	earthquake		8.4		14.0	reviewed	us	us
1195	1996-10-07T14:45:25.410Z	-8.195	120.201	230.1	4.5	mb				0.92	us	usp0007r2c	2014-11-07T01:01:20.364Z	Flores region, Indonesia	earthquake		9.7		7.0	reviewed	us	us
1196	1996-10-07T11:21:46.000Z	1.451	-85.335	33.0	4.6	mb				1.24	us	usp0007r27	2014-11-07T01:01:20.355Z	off the coast of Ecuador	earthquake				4.0	reviewed	us	us
1197	1996-10-07T11:19:22.260Z	-7.232	122.979	600.0	4.8	mb				1.03	us	usp0007r26	2014-11-07T01:01:20.352Z	Flores Sea	earthquake				13.0	reviewed	us	us
1198	1996-10-07T09:23:56.900Z	-22.113	-179.577	606.4	5.5	mwc				0.77	us	usp0007r22	2016-11-09T23:40:22.161Z	south of the Fiji Islands	earthquake					reviewed	us	hrv
1199	1996-10-07T08:59:44.270Z	-17.807	-178.857	600.0	4.8	mb				0.64	us	usp0007r21	2014-11-07T01:01:20.314Z	Fiji region	earthquake				12.0	reviewed	us	us
1200	1996-10-07T08:45:52.440Z	-28.689	-62.915	615.8	4.7	mb				0.81	us	usp0007r20	2014-11-07T01:01:20.308Z	Santiago Del Estero, Argentina	earthquake		5.3		19.0	reviewed	us	us
1201	1996-10-07T07:35:19.760Z	53.047	159.938	33.0	4.5	mb				0.87	us	usp0007r1x	2014-11-07T01:01:20.289Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake				10.0	reviewed	us	us
1202	1996-10-07T07:02:46.680Z	12.102	125.974	33.0	4.6	mb				1.19	us	usp0007r1w	2014-11-07T01:01:20.286Z	Samar, Philippines	earthquake				7.0	reviewed	us	us
1203	1996-10-07T06:59:55.930Z	13.361	-45.043	10.0	4.6	mb				0.9	us	usp0007r1v	2014-11-07T01:01:20.283Z	northern Mid-Atlantic Ridge	earthquake				1.0	reviewed	us	us
1204	1996-10-07T06:07:02.260Z	0.872	-28.394	10.0	5.2	mwc				0.86	us	usp0007r1s	2016-11-09T23:40:21.653Z	central Mid-Atlantic Ridge	earthquake					reviewed	us	hrv
1205	1996-10-07T06:04:26.170Z	11.953	125.369	33.0	4.6	mb				0.53	us	usp0007r1r	2014-11-07T01:01:20.271Z	Samar, Philippines	earthquake				4.0	reviewed	us	us
1206	1996-10-07T04:23:44.930Z	53.019	159.488	69.1	4.5	mb				0.81	us	usp0007r1p	2014-11-07T01:01:20.265Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake				12.0	reviewed	us	us
1207	1996-10-06T23:15:57.710Z	-7.211	124.142	565.4	4.7	mb				0.68	us	usp0007r18	2014-11-07T01:01:20.185Z	Banda Sea	earthquake		21.8		4.0	reviewed	us	us
1208	1996-10-06T21:03:23.650Z	36.326	140.934	33.0	4.8	mb				1.07	us	usp0007r11	2014-11-07T01:01:20.147Z	near the east coast of Honshu, Japan	earthquake				19.0	reviewed	us	us
1209	1996-10-06T20:40:13.630Z	-7.314	128.611	156.8	4.7	mb				0.92	us	usp0007r0z	2014-11-07T01:01:20.130Z	Kepulauan Barat Daya, Indonesia	earthquake		7.9		12.0	reviewed	us	us
1210	1996-10-06T20:13:09.180Z	49.047	-127.88	10.0	6.2	mwc				1.18	us	usp0007r0w	2016-11-10T00:48:03.190Z	Vancouver Island, Canada region	earthquake					reviewed	us	hrv
1211	1996-10-06T15:32:30.940Z	13.229	-44.966	10.0	5.6	mwc				0.97	us	usp0007r0n	2016-11-09T23:39:53.649Z	northern Mid-Atlantic Ridge	earthquake					reviewed	us	hrv
1212	1996-10-06T15:25:12.390Z	-5.843	-80.998	33.0	4.7	mb				0.8	us	usp0007r0m	2014-11-07T01:01:20.012Z	near the coast of northern Peru	earthquake				4.0	reviewed	us	us
1213	1996-10-06T14:44:01.000Z	36.022	70.8	113.2	4.5	mb				1.1	us	usp0007r0k	2014-11-07T01:01:20.010Z	Hindu Kush region, Afghanistan	earthquake		24.1		1.0	reviewed	us	us
1214	1996-10-06T12:56:03.820Z	34.832	138.02	33.0	4.7	mb				0.79	us	usp0007r0g	2014-11-07T01:01:20.001Z	near the south coast of Honshu, Japan	earthquake				4.0	reviewed	us	us
1215	1996-10-06T11:37:10.080Z	30.168	131.376	50.5	4.5	mb				0.95	us	usp0007r0b	2014-11-07T01:01:19.985Z	Kyushu, Japan	earthquake		13.1		3.0	reviewed	us	us
1216	1996-10-06T10:02:42.110Z	-9.785	118.002	53.8	5.4	mwc				1.32	us	usp0007r08	2016-11-09T23:39:53.145Z	Sumbawa region, Indonesia	earthquake		5.5			reviewed	us	hrv
1217	1996-10-06T07:44:59.720Z	-43.417	39.181	10.0	5.5	mwc				1.03	us	usp0007r02	2016-11-09T23:39:52.649Z	Prince Edward Islands region	earthquake					reviewed	us	hrv
1218	1996-10-06T06:33:16.350Z	-52.652	140.174	10.0	5.4	mwc				1.42	us	usp0007r00	2016-11-09T23:39:52.147Z	west of Macquarie Island	earthquake					reviewed	us	hrv
1219	1996-10-06T05:23:20.830Z	-52.672	140.319	10.0	5.0	mb				1.07	us	usp0007qzw	2014-11-07T01:01:19.878Z	west of Macquarie Island	earthquake				16.0	reviewed	us	us
1220	1996-10-06T04:16:03.830Z	-18.621	-175.672	33.0	5.3	mwc				0.61	us	usp0007qzv	2016-11-09T23:39:51.637Z	Tonga	earthquake					reviewed	us	hrv
1221	1996-10-06T00:14:18.660Z	-26.164	-177.167	100.0	4.5	mb				0.79	us	usp0007qzm	2014-11-07T01:01:19.845Z	south of the Fiji Islands	earthquake				4.0	reviewed	us	us
1222	1996-10-06T00:11:36.220Z	-5.008	153.854	33.0	4.5	mb				1.02	us	usp0007qzk	2014-11-07T01:01:19.842Z	New Ireland region, Papua New Guinea	earthquake				5.0	reviewed	us	us
1223	1996-10-05T21:21:37.240Z	-40.573	175.907	33.0	4.7	mb				1.17	us	usp0007qzh	2014-11-07T01:01:19.828Z	North Island of New Zealand	earthquake				13.0	reviewed	us	us
1224	1996-10-05T11:18:41.700Z	-43.602	-82.089	10.0	5.2	mwc				1.09	us	usp0007qz5	2016-11-09T23:39:17.640Z	West Chile Rise	earthquake					reviewed	us	hrv
1225	1996-10-05T10:51:11.050Z	-20.126	-174.154	33.0	4.7	mb				0.94	us	usp0007qz4	2014-11-07T01:01:19.779Z	Tonga	earthquake				14.0	reviewed	us	us
1226	1996-10-05T10:20:01.150Z	9.846	126.34	33.0	4.9	mb				0.7	us	usp0007qz3	2014-11-07T01:01:19.774Z	Mindanao, Philippines	earthquake				16.0	reviewed	us	us
1227	1996-10-05T07:37:59.100Z	16.796	-86.072	10.0	5.6	mwc				0.98	us	usp0007qz0	2016-11-09T23:39:16.988Z	offshore Honduras	earthquake					reviewed	us	hrv
1228	1996-10-05T03:56:43.460Z	-3.646	146.016	33.0	4.5	mb				1.04	us	usp0007qyv	2014-11-07T01:01:19.724Z	Bismarck Sea	earthquake				9.0	reviewed	us	us
1229	1996-10-05T01:56:03.410Z	44.179	148.477	33.0	4.6	mb				0.98	us	usp0007qyq	2014-11-07T01:01:19.702Z	Kuril Islands	earthquake				12.0	reviewed	us	us
1230	1996-10-05T00:51:15.870Z	34.911	138.043	47.7	5.2	mb				1.05	us	usp0007qyp	2014-11-07T01:01:19.694Z	near the south coast of Honshu, Japan	earthquake		5.8		4.0	reviewed	us	us
1231	1996-10-05T00:09:28.670Z	-28.974	-68.843	120.2	4.5	mb				0.84	us	usp0007qyn	2014-11-07T01:01:19.686Z	La Rioja, Argentina	earthquake				9.0	reviewed	us	us
1232	1996-10-04T20:00:09.450Z	-2.687	129.095	33.0	4.6	mb				1.41	us	usp0007qye	2014-11-07T01:01:19.653Z	Seram, Indonesia	earthquake				7.0	reviewed	us	us
1233	1996-10-04T19:13:18.240Z	-41.559	-89.262	10.0	5.1	mwc				1.31	us	usp0007qyc	2016-11-09T23:38:39.866Z	southeast of Easter Island	earthquake					reviewed	us	hrv
1234	1996-10-04T17:35:50.550Z	9.711	126.292	33.0	4.5	mb				1.31	us	usp0007qya	2014-11-07T01:01:19.636Z	Mindanao, Philippines	earthquake				4.0	reviewed	us	us
1235	1996-10-04T16:25:17.790Z	-5.173	147.743	200.0	4.9	mb				1.19	us	usp0007qy4	2014-11-07T01:01:19.602Z	eastern New Guinea region, Papua New Guinea	earthquake				5.0	reviewed	us	us
1236	1996-10-04T16:20:13.910Z	-4.758	153.358	76.2	4.9	mb				0.73	us	usp0007qy3	2014-11-07T01:01:19.593Z	New Ireland region, Papua New Guinea	earthquake				15.0	reviewed	us	us
1237	1996-10-04T09:08:06.580Z	-16.364	67.337	10.0	4.9	mb				1.18	us	usp0007qxr	2014-11-07T01:01:19.543Z	Mid-Indian Ridge	earthquake				1.0	reviewed	us	us
1238	1996-10-04T08:03:07.220Z	1.023	120.406	33.0	5.6	mwc				1.04	us	usp0007qxp	2020-01-03T21:23:20.331Z	Minahasa, Sulawesi, Indonesia	earthquake					reviewed	us	hrv
1239	1996-10-04T07:08:16.480Z	-12.383	-14.725	10.0	4.8	mb				0.86	us	usp0007qxm	2014-11-07T01:01:19.518Z	southern Mid-Atlantic Ridge	earthquake				14.0	reviewed	us	us
1240	1996-10-03T18:58:36.790Z	12.864	93.86	100.0	4.5	mb				0.38	us	usp0007qws	2014-11-07T01:01:19.370Z	Andaman Islands, India region	earthquake				1.0	reviewed	us	us
1241	1996-10-03T18:21:35.220Z	27.953	128.172	45.7	4.7	mb				1.08	us	usp0007qwq	2014-11-07T01:01:19.361Z	Ryukyu Islands, Japan	earthquake		13.8		8.0	reviewed	us	us
1242	1996-10-03T17:28:32.570Z	34.631	98.988	33.0	4.7	mb				0.92	us	usp0007qwn	2014-11-07T01:01:19.333Z	southern Qinghai, China	earthquake				7.0	reviewed	us	us
1243	1996-10-03T16:09:20.960Z	62.54	153.857	10.0	4.6	mb				0.8	us	usp0007qwm	2014-11-07T01:01:19.326Z	Magadanskaya Oblast', Russia	earthquake				8.0	reviewed	us	us
1244	1996-10-03T14:32:49.490Z	43.524	147.268	33.0	5.0	mb				0.75	us	usp0007qwj	2014-11-07T01:01:19.304Z	Kuril Islands	earthquake				38.0	reviewed	us	us
1245	1996-10-03T13:08:21.080Z	64.532	-17.716	10.0	4.5	mb				0.86	us	usp0007qwg	2014-11-07T01:01:19.284Z	Iceland	earthquake				22.0	reviewed	us	us
1246	1996-10-03T11:37:48.570Z	9.755	126.308	33.0	4.8	mb				1.44	us	usp0007qwf	2014-11-07T01:01:19.281Z	Mindanao, Philippines	earthquake				1.0	reviewed	us	us
1247	1996-10-03T11:33:37.190Z	-16.531	67.098	10.0	4.7	mb				1.37	us	usp0007qwe	2014-11-07T01:01:19.274Z	Mid-Indian Ridge	earthquake				9.0	reviewed	us	us
1248	1996-10-03T10:09:30.600Z	44.179	-128.927	10.0	5.4	mwc				1.01	us	usp0007qwc	2016-11-09T23:37:59.172Z	off the coast of Oregon	earthquake					reviewed	us	hrv
1249	1996-10-03T05:03:04.270Z	11.686	125.708	33.0	4.6	mb				0.94	us	usp0007qw2	2014-11-07T01:01:19.098Z	Samar, Philippines	earthquake				4.0	reviewed	us	us
1250	1996-10-03T04:50:33.770Z	11.736	125.613	33.0	5.0	mb				0.82	us	usp0007qw1	2014-11-07T01:01:19.088Z	Samar, Philippines	earthquake				14.0	reviewed	us	us
1251	1996-10-03T04:47:47.850Z	11.716	125.569	33.0	4.6	mb				1.19	us	usp0007qw0	2014-11-07T01:01:19.081Z	Samar, Philippines	earthquake				6.0	reviewed	us	us
1252	1996-10-03T04:37:32.270Z	11.645	125.608	33.0	4.8	mb				1.09	us	usp0007qvz	2014-11-07T01:01:19.073Z	Samar, Philippines	earthquake				9.0	reviewed	us	us
1253	1996-10-03T04:26:14.850Z	36.947	72.276	100.0	4.5	mb				0.61	us	usp0007qvy	2014-11-07T01:01:19.067Z	Hindu Kush region, Afghanistan	earthquake				5.0	reviewed	us	us
1254	1996-10-03T03:31:10.220Z	-6.197	146.302	33.0	4.5	mb				0.97	us	usp0007qvw	2014-11-07T01:01:19.056Z	eastern New Guinea region, Papua New Guinea	earthquake				5.0	reviewed	us	us
1255	1996-10-03T01:29:03.110Z	28.209	87.489	33.0	4.5	mb				1.31	us	usp0007qvu	2014-11-07T01:01:19.046Z	western Xizang	earthquake				2.0	reviewed	us	us
1256	1996-10-03T01:15:37.590Z	-27.86	74.25	17.0	4.8	mb				0.85	us	usp0007qvs	2014-11-07T01:01:19.037Z	Mid-Indian Ridge	earthquake				5.0	reviewed	us	us
1257	1996-10-03T01:13:45.570Z	-28.099	74.025	18.5	4.6	mb				0.52	us	usp0007qvr	2014-11-07T01:01:19.033Z	Mid-Indian Ridge	earthquake				2.0	reviewed	us	us
1258	1996-10-03T01:11:15.840Z	9.023	-83.848	33.0	4.5	mb				1.08	us	usp0007qvq	2014-11-07T01:01:19.028Z	Costa Rica	earthquake				1.0	reviewed	us	us
1259	1996-10-03T01:10:45.710Z	-15.047	-173.92	33.0	4.6	mb				0.89	us	usp0007qvp	2014-11-07T01:01:19.024Z	Tonga	earthquake				2.0	reviewed	us	us
1260	1996-10-02T22:45:21.250Z	-5.348	154.333	380.1	5.0	mb				0.87	us	usp0007qvj	2014-11-07T01:01:18.986Z	Bougainville region, Papua New Guinea	earthquake				30.0	reviewed	us	us
1261	1996-10-02T22:33:54.810Z	11.871	125.653	29.5	4.7	mb				1.17	us	usp0007qvh	2014-11-07T01:01:18.958Z	Samar, Philippines	earthquake				10.0	reviewed	us	us
1262	1996-10-02T22:01:13.210Z	-19.179	-179.428	670.7	4.8	mb				0.98	us	usp0007qvg	2014-11-07T01:01:18.918Z	Fiji region	earthquake				34.0	reviewed	us	us
1263	1996-10-02T21:52:58.540Z	-19.252	-179.425	685.4	5.4	mwc				0.79	us	usp0007qvf	2016-11-09T23:37:40.412Z	Fiji region	earthquake					reviewed	us	hrv
1264	1996-10-02T21:34:59.150Z	34.492	141.112	38.4	4.8	mb				0.71	us	usp0007qve	2014-11-07T01:01:18.848Z	off the east coast of Honshu, Japan	earthquake		7.3		3.0	reviewed	us	us
1265	1996-10-02T19:47:48.090Z	-9.779	113.713	33.0	4.6	mb				1.05	us	usp0007qva	2014-11-07T01:01:18.828Z	south of Java, Indonesia	earthquake				8.0	reviewed	us	us
1266	1996-10-02T17:27:16.120Z	28.467	139.379	462.4	4.8	mb				0.84	us	usp0007qv5	2014-11-07T01:01:18.760Z	Bonin Islands, Japan region	earthquake				51.0	reviewed	us	us
1267	1996-10-02T16:00:20.440Z	53.417	160.388	33.0	5.4	mwc				0.79	us	usp0007qv3	2016-11-09T23:37:39.909Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake					reviewed	us	hrv
1268	1996-10-02T15:50:24.730Z	11.719	125.583	33.0	5.0	mb				0.89	us	usp0007qv2	2014-11-07T01:01:18.683Z	Samar, Philippines	earthquake				12.0	reviewed	us	us
